Question,Answer,source,question_tokens,answer_tokens,question_indices,answer_indices,question_padded,answer_padded
Where did he serve two terms?,the Church of Scotland,S09,"['where', 'did', 'he', 'serve', 'two', 'terms']","['<sos>', 'the', 'church', 'of', 'scotland', '<eos>']","[31, 14, 32, 487, 51, 1907]","[2, 4, 253, 5, 1035, 3]","[31, 14, 32, 487, 51, 1907, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 4, 253, 5, 1035, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Who was born in Newington Butts, near present-day South London, England?",Michael Faraday,S09,"['who', 'was', 'born', 'in', 'newington', 'butts', 'near', 'presentday', 'south', 'london', 'england']","['<sos>', 'michael', 'faraday', '<eos>']","[33, 12, 47, 8, 1389, 1390, 505, 1815, 172, 525, 784]","[2, 330, 65, 3]","[33, 12, 47, 8, 1389, 1390, 505, 1815, 172, 525, 784, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 330, 65, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Is it true that institution formed the foundation of electric motor technology?,no,S09,"['is', 'it', 'true', 'that', 'institution', 'formed', 'the', 'foundation', 'of', 'electric', 'motor', 'technology']","['<sos>', 'no', '<eos>']","[7, 27, 84, 35, 1348, 497, 4, 1391, 5, 795, 3657, 1392]","[2, 16, 3]","[7, 27, 84, 35, 1348, 497, 4, 1391, 5, 795, 3657, 1392, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 16, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Institution formed the foundation of what?,modern electromagnetic technology,S09,"['institution', 'formed', 'the', 'foundation', 'of', 'what']","['<sos>', 'modern', 'electromagnetic', 'technology', '<eos>']","[1348, 497, 4, 1391, 5, 10]","[2, 133, 4933, 1392, 3]","[1348, 497, 4, 1391, 5, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 133, 4933, 1392, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Was his father member of the Sandemanian sect?,yes,S09,"['was', 'his', 'father', 'member', 'of', 'the', 'sandemanian', 'sect']","['<sos>', 'yes', '<eos>']","[12, 30, 298, 163, 5, 4, 1385, 2075]","[2, 6, 3]","[12, 30, 298, 163, 5, 4, 1385, 2075, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Was faraday Christian of the small Sandemanian denomination?,yes,S09,"['was', 'faraday', 'christian', 'of', 'the', 'small', 'sandemanian', 'denomination']","['<sos>', 'yes', '<eos>']","[12, 65, 551, 5, 4, 297, 1385, 2082]","[2, 6, 3]","[12, 65, 551, 5, 4, 297, 1385, 2082, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Is Nassau Sound a body of water in Maine?,no,S09,"['is', 'nassau', 'sound', 'a', 'body', 'of', 'water', 'in', 'maine']","['<sos>', 'no', '<eos>']","[7, 520, 238, 9, 274, 5, 99, 8, 2083]","[2, 16, 3]","[7, 520, 238, 9, 274, 5, 99, 8, 2083, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 16, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Was Nassau placed in operation by Robert Fulton?,yes,S09,"['was', 'nassau', 'placed', 'in', 'operation', 'by', 'robert', 'fulton']","['<sos>', 'yes', '<eos>']","[12, 520, 2084, 8, 3658, 25, 1393, 3659]","[2, 6, 3]","[12, 520, 2084, 8, 3658, 25, 1393, 3659, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Who was Fort Nassau built by?,the Dutch,S09,"['who', 'was', 'fort', 'nassau', 'built', 'by']","['<sos>', 'the', 'dutch', '<eos>']","[33, 12, 797, 520, 506, 25]","[2, 4, 727, 3]","[33, 12, 797, 520, 506, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 4, 727, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What is Nassau Coliseum?,"an arena in Uniondale, New York, USA",S09,"['what', 'is', 'nassau', 'coliseum']","['<sos>', 'an', 'arena', 'in', 'uniondale', 'new', 'york', 'usa', '<eos>']","[10, 7, 520, 3660]","[2, 22, 2085, 8, 4934, 126, 252, 4935, 3]","[10, 7, 520, 3660, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 22, 2085, 8, 4934, 126, 252, 4935, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What was the Dead or Alive 4 fighting arena modeled after?,a Magnetic Accelerator Cannon station from Halo 2,S09,"['what', 'was', 'the', 'dead', 'or', 'alive', '4', 'fighting', 'arena', 'modeled', 'after']","['<sos>', 'a', 'magnetic', 'accelerator', 'cannon', 'station', 'from', 'halo', '2', '<eos>']","[10, 12, 4, 3661, 38, 591, 459, 3662, 2085, 3663, 68]","[2, 9, 652, 4936, 4937, 1347, 26, 4938, 405, 3]","[10, 12, 4, 3661, 38, 591, 459, 3662, 2085, 3663, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 9, 652, 4936, 4937, 1347, 26, 4938, 405, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Is Nassau Range the highest mountain range in the world?,no,S09,"['is', 'nassau', 'range', 'the', 'highest', 'mountain', 'range', 'in', 'the', 'world']","['<sos>', 'no', '<eos>']","[7, 520, 469, 4, 532, 636, 469, 8, 4, 61]","[2, 16, 3]","[7, 520, 469, 4, 532, 636, 469, 8, 4, 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 16, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Is Nassau County named after a German town?,yes,S09,"['is', 'nassau', 'county', 'named', 'after', 'a', 'german', 'town']","['<sos>', 'yes', '<eos>']","[7, 520, 419, 100, 68, 9, 164, 2086]","[2, 6, 3]","[7, 520, 419, 100, 68, 9, 164, 2086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Does the United States have a base near Glasgow?,yes,S09,"['does', 'the', 'united', 'states', 'have', 'a', 'base', 'near', 'glasgow']","['<sos>', 'yes', '<eos>']","[23, 4, 106, 130, 21, 9, 3664, 505, 1749]","[2, 6, 3]","[23, 4, 106, 130, 21, 9, 3664, 505, 1749, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Did Tesla study electrical engineering?,Yes,S09,"['did', 'tesla', 'study', 'electrical', 'engineering']","['<sos>', 'yes', '<eos>']","[14, 76, 191, 947, 1010]","[2, 6, 3]","[14, 76, 191, 947, 1010, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Was Tesla born in the United States?,No,S09,"['was', 'tesla', 'born', 'in', 'the', 'united', 'states']","['<sos>', 'no', '<eos>']","[12, 76, 47, 8, 4, 106, 130]","[2, 16, 3]","[12, 76, 47, 8, 4, 106, 130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 16, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Was Tesla hired by Edison?,Yes,S09,"['was', 'tesla', 'hired', 'by', 'edison']","['<sos>', 'yes', '<eos>']","[12, 76, 3665, 25, 2087]","[2, 6, 3]","[12, 76, 3665, 25, 2087, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
When did Tesla demonstrate wireless communication (radio)?,1893,S09,"['when', 'did', 'tesla', 'demonstrate', 'wireless', 'communication', 'radio']","['<sos>', '1893', '<eos>']","[24, 14, 76, 3666, 3667, 3668, 3669]","[2, 4939, 3]","[24, 14, 76, 3666, 3667, 3668, 3669, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 4939, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What is the SI unit measuring magnetic flux density or magnetic induction?,the tesla,S09,"['what', 'is', 'the', 'si', 'unit', 'measuring', 'magnetic', 'flux', 'density', 'or', 'magnetic', 'induction']","['<sos>', 'the', 'tesla', '<eos>']","[10, 7, 4, 543, 464, 2088, 652, 3670, 3671, 38, 652, 3672]","[2, 4, 76, 3]","[10, 7, 4, 543, 464, 2088, 652, 3670, 3671, 38, 652, 3672, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 4, 76, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Was Tesla regarded as a mad scientist?,Yes,S09,"['was', 'tesla', 'regarded', 'as', 'a', 'mad', 'scientist']","['<sos>', 'yes', '<eos>']","[12, 76, 1043, 20, 9, 1394, 3673]","[2, 6, 3]","[12, 76, 1043, 20, 9, 1394, 3673, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What type of current did Tesla invent?,AC,S09,"['what', 'type', 'of', 'current', 'did', 'tesla', 'invent']","['<sos>', 'ac', '<eos>']","[10, 264, 5, 939, 14, 76, 552]","[2, 4940, 3]","[10, 264, 5, 939, 14, 76, 552, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 4940, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Who was the victor of the ""War of Currents""?",Tesla,S09,"['who', 'was', 'the', 'victor', 'of', 'the', 'war', 'of', 'currents']","['<sos>', 'tesla', '<eos>']","[33, 12, 4, 1097, 5, 4, 153, 5, 3674]","[2, 76, 3]","[33, 12, 4, 1097, 5, 4, 153, 5, 3674, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 76, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Where did Tesla study electrical engineering?,the Austrian Polytechnic in Graz ,S09,"['where', 'did', 'tesla', 'study', 'electrical', 'engineering']","['<sos>', 'the', 'austrian', 'polytechnic', 'in', 'graz', '<eos>']","[31, 14, 76, 191, 947, 1010]","[2, 4, 1257, 4941, 8, 4942, 3]","[31, 14, 76, 191, 947, 1010, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 4, 1257, 4941, 8, 4942, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Is Ottawa the capital of Canada?,Yes,S09,"['is', 'ottawa', 'the', 'capital', 'of', 'canada']","['<sos>', 'yes', '<eos>']","[7, 284, 4, 125, 5, 102]","[2, 6, 3]","[7, 284, 4, 125, 5, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Does Ottawa sit on the Ottowa River?,Yes,S09,"['does', 'ottawa', 'sit', 'on', 'the', 'ottowa', 'river']","['<sos>', 'yes', '<eos>']","[23, 284, 3675, 28, 4, 3676, 243]","[2, 6, 3]","[23, 284, 3675, 28, 4, 3676, 243, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Do small tremors occur in Ottawa?,Yes,S09,"['do', 'small', 'tremors', 'occur', 'in', 'ottawa']","['<sos>', 'yes', '<eos>']","[19, 297, 3677, 967, 8, 284]","[2, 6, 3]","[19, 297, 3677, 967, 8, 284, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What is Ottawa's population?,"1,190,982",S09,"['what', 'is', 'ottawas', 'population']","['<sos>', '1190982', '<eos>']","[10, 7, 809, 92]","[2, 4943, 3]","[10, 7, 809, 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 4943, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What are Ottawa's primary industries?,Logging and lumber,S09,"['what', 'are', 'ottawas', 'primary', 'industries']","['<sos>', 'logging', 'and', 'lumber', '<eos>']","[10, 15, 809, 277, 2089]","[2, 4944, 11, 4945, 3]","[10, 15, 809, 277, 2089, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 4944, 11, 4945, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What is Ottawa's junior ice hockey team?,the Ottawa 67's,S09,"['what', 'is', 'ottawas', 'junior', 'ice', 'hockey', 'team']","['<sos>', 'the', 'ottawa', '67s', '<eos>']","[10, 7, 809, 3678, 705, 706, 896]","[2, 4, 284, 4946, 3]","[10, 7, 809, 3678, 705, 706, 896, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 4, 284, 4946, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What is Ottawa's major league hockey team?,the Ottawa Senators,S09,"['what', 'is', 'ottawas', 'major', 'league', 'hockey', 'team']","['<sos>', 'the', 'ottawa', 'senators', '<eos>']","[10, 7, 809, 407, 748, 706, 896]","[2, 4, 284, 4947, 3]","[10, 7, 809, 407, 748, 706, 896, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 4, 284, 4947, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What are Carleton University's athletic teams called?,Carleton Ravens,S09,"['what', 'are', 'carleton', 'universitys', 'athletic', 'teams', 'called']","['<sos>', 'carleton', 'ravens', '<eos>']","[10, 15, 2090, 2091, 3679, 3680, 53]","[2, 2090, 4948, 3]","[10, 15, 2090, 2091, 3679, 3680, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 2090, 4948, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Is Ottawa colder than Moscow in January?,Yes,S09,"['is', 'ottawa', 'colder', 'than', 'moscow', 'in', 'january']","['<sos>', 'yes', '<eos>']","[7, 284, 3681, 42, 2092, 8, 454]","[2, 6, 3]","[7, 284, 3681, 42, 2092, 8, 454, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Is Ottawa on a river?,yes,S09,"['is', 'ottawa', 'on', 'a', 'river']","['<sos>', 'yes', '<eos>']","[7, 284, 28, 9, 243]","[2, 6, 3]","[7, 284, 28, 9, 243, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Does it snow in Ottawa?,yes,S09,"['does', 'it', 'snow', 'in', 'ottawa']","['<sos>', 'yes', '<eos>']","[23, 27, 720, 8, 284]","[2, 6, 3]","[23, 27, 720, 8, 284, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Was there a cholera outbreak in 1832?,yes,S09,"['was', 'there', 'a', 'cholera', 'outbreak', 'in', '1832']","['<sos>', 'yes', '<eos>']","[12, 41, 9, 3682, 2093, 8, 850]","[2, 6, 3]","[12, 41, 9, 3682, 2093, 8, 850, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Who is the mayor of Ottawa?,Larry O'Brien,S09,"['who', 'is', 'the', 'mayor', 'of', 'ottawa']","['<sos>', 'larry', 'obrien', '<eos>']","[33, 7, 4, 1395, 5, 284]","[2, 4949, 4950, 3]","[33, 7, 4, 1395, 5, 284, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 4949, 4950, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
How many townships are in Ottawa?,eleven,S09,"['how', 'many', 'townships', 'are', 'in', 'ottawa']","['<sos>', 'eleven', '<eos>']","[17, 29, 3683, 15, 8, 284]","[2, 2482, 3]","[17, 29, 3683, 15, 8, 284, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 2482, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What's the main highway in Ottawa?,"Highway 417, The Queensway",S09,"['whats', 'the', 'main', 'highway', 'in', 'ottawa']","['<sos>', 'highway', '417', 'the', 'queensway', '<eos>']","[1396, 4, 299, 2094, 8, 284]","[2, 2094, 4951, 4, 4952, 3]","[1396, 4, 299, 2094, 8, 284, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 2094, 4951, 4, 4952, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What was Ottawa's name in 1850?,Bytown,S09,"['what', 'was', 'ottawas', 'name', 'in', '1850']","['<sos>', 'bytown', '<eos>']","[10, 12, 809, 73, 8, 3684]","[2, 4953, 3]","[10, 12, 809, 73, 8, 3684, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 4953, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Based on the average, in what year will the next small tremor occur in Ottawa?",2009,S09,"['based', 'on', 'the', 'average', 'in', 'what', 'year', 'will', 'the', 'next', 'small', 'tremor', 'occur', 'in', 'ottawa']","['<sos>', '2009', '<eos>']","[404, 28, 4, 362, 8, 10, 113, 406, 4, 1397, 297, 3685, 967, 8, 284]","[2, 2512, 3]","[404, 28, 4, 362, 8, 10, 113, 406, 4, 1397, 297, 3685, 967, 8, 284, 0, 0, 0, 0, 0]","[2, 2512, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Where were immigrants from in the 1800s?,Irish,S09,"['where', 'were', 'immigrants', 'from', 'in', 'the', '1800s']","['<sos>', 'irish', '<eos>']","[31, 58, 1133, 26, 8, 4, 1606]","[2, 1401, 3]","[31, 58, 1133, 26, 8, 4, 1606, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 1401, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Are there also discussions of having OC Transpo Light Rail and STO Transitway networks linking on the Gatineau side of the Ottawa River ?,Yes.,S09,"['are', 'there', 'also', 'discussions', 'of', 'having', 'oc', 'transpo', 'light', 'rail', 'and', 'sto', 'transitway', 'networks', 'linking', 'on', 'the', 'gatineau', 'side', 'of', 'the', 'ottawa', 'river']","['<sos>', 'yes', '<eos>']","[15, 41, 75, 3686, 5, 2095, 3687, 3688, 1032, 2096, 11, 3689, 3690, 3691, 3692, 28, 4, 3693, 1139, 5, 4, 284, 243]","[2, 6, 3]","[15, 41, 75, 3686, 5, 2095, 3687, 3688, 1032, 2096, 11, 3689, 3690, 3691, 3692, 28, 4, 3693, 1139, 5]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Does the giant otter live in South America?,Yes,S09,"['does', 'the', 'giant', 'otter', 'live', 'in', 'south', 'america']","['<sos>', 'yes', '<eos>']","[23, 4, 203, 257, 83, 8, 172, 179]","[2, 6, 3]","[23, 4, 203, 257, 83, 8, 172, 179, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Do otters have claws?,Yes,S09,"['do', 'otters', 'have', 'claws']","['<sos>', 'yes', '<eos>']","[19, 86, 21, 3694]","[2, 6, 3]","[19, 86, 21, 3694, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Do otters eat fish?,Yes,S09,"['do', 'otters', 'eat', 'fish']","['<sos>', 'yes', '<eos>']","[19, 86, 241, 503]","[2, 6, 3]","[19, 86, 241, 503, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Why are otters vulnerable to prey depletion?,Prey-dependence,S09,"['why', 'are', 'otters', 'vulnerable', 'to', 'prey', 'depletion']","['<sos>', 'preydependence', '<eos>']","[54, 15, 86, 887, 13, 496, 3695]","[2, 4954, 3]","[54, 15, 86, 887, 13, 496, 3695, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 4954, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Do otters enjoy playing?,Yes,S09,"['do', 'otters', 'enjoy', 'playing']","['<sos>', 'yes', '<eos>']","[19, 86, 972, 810]","[2, 6, 3]","[19, 86, 972, 810, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Do sea otters have a layer of fat like whales?,No,S09,"['do', 'sea', 'otters', 'have', 'a', 'layer', 'of', 'fat', 'like', 'whales']","['<sos>', 'no', '<eos>']","[19, 184, 86, 21, 9, 632, 5, 1841, 170, 3696]","[2, 16, 3]","[19, 184, 86, 21, 9, 632, 5, 1841, 170, 3696, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 16, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Is the otter in the same family as the badger?,Yes,S09,"['is', 'the', 'otter', 'in', 'the', 'same', 'family', 'as', 'the', 'badger']","['<sos>', 'yes', '<eos>']","[7, 4, 257, 8, 4, 221, 62, 20, 4, 3697]","[2, 6, 3]","[7, 4, 257, 8, 4, 221, 62, 20, 4, 3697, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Are there any cities named Santiago in the United States?,yes,S09,"['are', 'there', 'any', 'cities', 'named', 'santiago', 'in', 'the', 'united', 'states']","['<sos>', 'yes', '<eos>']","[15, 41, 254, 307, 100, 129, 8, 4, 106, 130]","[2, 6, 3]","[15, 41, 254, 307, 100, 129, 8, 4, 106, 130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Was Santiago the name of an indie/punk band?,yes,S09,"['was', 'santiago', 'the', 'name', 'of', 'an', 'indiepunk', 'band']","['<sos>', 'yes', '<eos>']","[12, 129, 4, 73, 5, 22, 3698, 1398]","[2, 6, 3]","[12, 129, 4, 73, 5, 22, 3698, 1398, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Is Santiago a name in Spanish?,yes,S09,"['is', 'santiago', 'a', 'name', 'in', 'spanish']","['<sos>', 'yes', '<eos>']","[7, 129, 9, 73, 8, 281]","[2, 6, 3]","[7, 129, 9, 73, 8, 281, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What is the origin of the name Santiago?,Spanish for St. James,S09,"['what', 'is', 'the', 'origin', 'of', 'the', 'name', 'santiago']","['<sos>', 'spanish', 'for', 'st', 'james', '<eos>']","[10, 7, 4, 1367, 5, 4, 73, 129]","[2, 281, 18, 553, 64, 3]","[10, 7, 4, 1367, 5, 4, 73, 129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 281, 18, 553, 64, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Who has released an album or song named Santiago?,The Chieftains; Loreena McKennitt,S09,"['who', 'has', 'released', 'an', 'album', 'or', 'song', 'named', 'santiago']","['<sos>', 'the', 'chieftains', 'loreena', 'mckennitt', '<eos>']","[33, 40, 1167, 22, 2097, 38, 2098, 100, 129]","[2, 4, 4955, 4956, 4957, 3]","[33, 40, 1167, 22, 2097, 38, 2098, 100, 129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 4, 4955, 4956, 4957, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What is the Order of Santiago?,a Spanish knightly order,S09,"['what', 'is', 'the', 'order', 'of', 'santiago']","['<sos>', 'a', 'spanish', 'knightly', 'order', '<eos>']","[10, 7, 4, 236, 5, 129]","[2, 9, 281, 4958, 236, 3]","[10, 7, 4, 236, 5, 129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 9, 281, 4958, 236, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
