Question,Answer,source,question_tokens,answer_tokens,question_indices,answer_indices,question_padded,answer_padded
Name a turtle popularly kept as a pet.,Russian Tortoises,S08,"['name', 'a', 'turtle', 'popularly', 'kept', 'as', 'a', 'pet']","['<sos>', 'russian', 'tortoises', '<eos>']","[72, 9, 236, 2732, 971, 20, 9, 2733]","[2, 1097, 566, 3]","[72, 9, 236, 2732, 971, 20, 9, 2733, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 1097, 566, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Name a turtle popularly kept as a pet.,Russian Tortoises,S08,"['name', 'a', 'turtle', 'popularly', 'kept', 'as', 'a', 'pet']","['<sos>', 'russian', 'tortoises', '<eos>']","[72, 9, 236, 2732, 971, 20, 9, 2733]","[2, 1097, 566, 3]","[72, 9, 236, 2732, 971, 20, 9, 2733, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 1097, 566, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Name four related articles for the article on turtles.,"Triassic, Ernst Haeckel, Kunstformen der Natur, Animal",S08,"['name', 'four', 'related', 'articles', 'for', 'the', 'article', 'on', 'turtles']","['<sos>', 'triassic', 'ernst', 'haeckel', 'kunstformen', 'der', 'natur', 'animal', '<eos>']","[72, 257, 694, 2734, 19, 4, 1169, 28, 70]","[2, 3501, 3502, 3503, 3504, 2266, 3505, 290, 3]","[72, 257, 694, 2734, 19, 4, 1169, 28, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 3501, 3502, 3503, 3504, 2266, 3505, 290, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Name four related articles for the article on turtles.,"Triassic, Ernst Haeckel, Kunstformen der Natur, Animal",S08,"['name', 'four', 'related', 'articles', 'for', 'the', 'article', 'on', 'turtles']","['<sos>', 'triassic', 'ernst', 'haeckel', 'kunstformen', 'der', 'natur', 'animal', '<eos>']","[72, 257, 694, 2734, 19, 4, 1169, 28, 70]","[2, 3501, 3502, 3503, 3504, 2266, 3505, 290, 3]","[72, 257, 694, 2734, 19, 4, 1169, 28, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 3501, 3502, 3503, 3504, 2266, 3505, 290, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"If a turtle egg was kept warm, what would likely hatch?",A female turtle.,S08,"['if', 'a', 'turtle', 'egg', 'was', 'kept', 'warm', 'what', 'would', 'likely', 'hatch']","['<sos>', 'a', 'female', 'turtle', '<eos>']","[472, 9, 236, 1844, 11, 971, 631, 10, 354, 835, 2735]","[2, 9, 211, 236, 3]","[472, 9, 236, 1844, 11, 971, 631, 10, 354, 835, 2735, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 9, 211, 236, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"If a turtle egg was kept warm, what would likely hatch?",A female turtle,S08,"['if', 'a', 'turtle', 'egg', 'was', 'kept', 'warm', 'what', 'would', 'likely', 'hatch']","['<sos>', 'a', 'female', 'turtle', '<eos>']","[472, 9, 236, 1844, 11, 971, 631, 10, 354, 835, 2735]","[2, 9, 211, 236, 3]","[472, 9, 236, 1844, 11, 971, 631, 10, 354, 835, 2735, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 9, 211, 236, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What do turles use to breathe in the water?,Papillae,S08,"['what', 'do', 'turles', 'use', 'to', 'breathe', 'in', 'the', 'water']","['<sos>', 'papillae', '<eos>']","[10, 18, 4177, 78, 13, 832, 8, 4, 101]","[2, 2741, 3]","[10, 18, 4177, 78, 13, 832, 8, 4, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 2741, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Why are side-necked turtles called side-necked turtles?,Because of the way they withdraw their heads into their shells.,S08,"['why', 'are', 'sidenecked', 'turtles', 'called', 'sidenecked', 'turtles']","['<sos>', 'because', 'of', 'the', 'way', 'they', 'withdraw', 'their', 'heads', 'into', 'their', 'shells', '<eos>']","[47, 15, 834, 70, 49, 834, 70]","[2, 259, 5, 4, 508, 71, 1919, 62, 972, 90, 62, 1920, 3]","[47, 15, 834, 70, 49, 834, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 259, 5, 4, 508, 71, 1919, 62, 972, 90, 62, 1920, 3, 0, 0, 0, 0, 0, 0, 0]"
Why are side-necked turtles called side-necked turtles?,The way they withdraw their heads into their shells.,S08,"['why', 'are', 'sidenecked', 'turtles', 'called', 'sidenecked', 'turtles']","['<sos>', 'the', 'way', 'they', 'withdraw', 'their', 'heads', 'into', 'their', 'shells', '<eos>']","[47, 15, 834, 70, 49, 834, 70]","[2, 4, 508, 71, 1919, 62, 972, 90, 62, 1920, 3]","[47, 15, 834, 70, 49, 834, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 4, 508, 71, 1919, 62, 972, 90, 62, 1920, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Do turtles lay eggs underwater?,No,S08,"['do', 'turtles', 'lay', 'eggs', 'underwater']","['<sos>', 'no', '<eos>']","[18, 70, 388, 174, 605]","[2, 16, 3]","[18, 70, 388, 174, 605, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 16, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Do turtles lay eggs underwater?,no,S08,"['do', 'turtles', 'lay', 'eggs', 'underwater']","['<sos>', 'no', '<eos>']","[18, 70, 388, 174, 605]","[2, 16, 3]","[18, 70, 388, 174, 605, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 16, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Are turtle eggs leathery and soft?,Yes,S08,"['are', 'turtle', 'eggs', 'leathery', 'and', 'soft']","['<sos>', 'yes', '<eos>']","[15, 236, 174, 2736, 12, 2737]","[2, 6, 3]","[15, 236, 174, 2736, 12, 2737, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Are turtle eggs leathery and soft?,yes,S08,"['are', 'turtle', 'eggs', 'leathery', 'and', 'soft']","['<sos>', 'yes', '<eos>']","[15, 236, 174, 2736, 12, 2737]","[2, 6, 3]","[15, 236, 174, 2736, 12, 2737, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Are turtles being examined for longevity genes?,Yes,S08,"['are', 'turtles', 'being', 'examined', 'for', 'longevity', 'genes']","['<sos>', 'yes', '<eos>']","[15, 70, 295, 2738, 19, 1911, 1912]","[2, 6, 3]","[15, 70, 295, 2738, 19, 1911, 1912, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Are turtles being examined for longevity genes?,yes,S08,"['are', 'turtles', 'being', 'examined', 'for', 'longevity', 'genes']","['<sos>', 'yes', '<eos>']","[15, 70, 295, 2738, 19, 1911, 1912]","[2, 6, 3]","[15, 70, 295, 2738, 19, 1911, 1912, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What suborder of turtles is extinct?,Paracryptodira,S08,"['what', 'suborder', 'of', 'turtles', 'is', 'extinct']","['<sos>', 'paracryptodira', '<eos>']","[10, 448, 5, 70, 7, 804]","[2, 3506, 3]","[10, 448, 5, 70, 7, 804, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 3506, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What suborder of turtles is extinct?,Paracryptodira,S08,"['what', 'suborder', 'of', 'turtles', 'is', 'extinct']","['<sos>', 'paracryptodira', '<eos>']","[10, 448, 5, 70, 7, 804]","[2, 3506, 3]","[10, 448, 5, 70, 7, 804, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 3506, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What do turtle eggs preared to eat consist mainly of?,Yolk,S08,"['what', 'do', 'turtle', 'eggs', 'preared', 'to', 'eat', 'consist', 'mainly', 'of']","['<sos>', 'yolk', '<eos>']","[10, 18, 236, 174, 4178, 13, 172, 1449, 1913, 5]","[2, 5185, 3]","[10, 18, 236, 174, 4178, 13, 172, 1449, 1913, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 5185, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Where do sea turtles lay their eggs?,Holes Dug into the Mud or Sand,S08,"['where', 'do', 'sea', 'turtles', 'lay', 'their', 'eggs']","['<sos>', 'holes', 'dug', 'into', 'the', 'mud', 'or', 'sand', '<eos>']","[25, 18, 118, 70, 388, 62, 174]","[2, 637, 1914, 90, 4, 1170, 36, 956, 3]","[25, 18, 118, 70, 388, 62, 174, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 637, 1914, 90, 4, 1170, 36, 956, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Where do sea turtles lay their eggs?,holes dug into mud or sand,S08,"['where', 'do', 'sea', 'turtles', 'lay', 'their', 'eggs']","['<sos>', 'holes', 'dug', 'into', 'mud', 'or', 'sand', '<eos>']","[25, 18, 118, 70, 388, 62, 174]","[2, 637, 1914, 90, 1170, 36, 956, 3]","[25, 18, 118, 70, 388, 62, 174, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 637, 1914, 90, 1170, 36, 956, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What is the smallest suborder of turtles?,Pleurodira,S08,"['what', 'is', 'the', 'smallest', 'suborder', 'of', 'turtles']","['<sos>', 'pleurodira', '<eos>']","[10, 7, 4, 278, 448, 5, 70]","[2, 833, 3]","[10, 7, 4, 278, 448, 5, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 833, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What is the smallest suborder of turtles?,Pleurodira,S08,"['what', 'is', 'the', 'smallest', 'suborder', 'of', 'turtles']","['<sos>', 'pleurodira', '<eos>']","[10, 7, 4, 278, 448, 5, 70]","[2, 833, 3]","[10, 7, 4, 278, 448, 5, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 833, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What are turtle eggs covered in when they incubate?,Mud or Sand,S08,"['what', 'are', 'turtle', 'eggs', 'covered', 'in', 'when', 'they', 'incubate']","['<sos>', 'mud', 'or', 'sand', '<eos>']","[10, 15, 236, 174, 1881, 8, 24, 71, 2739]","[2, 1170, 36, 956, 3]","[10, 15, 236, 174, 1881, 8, 24, 71, 2739, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 1170, 36, 956, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What are turtle eggs covered in when they incubate?,mud or sand,S08,"['what', 'are', 'turtle', 'eggs', 'covered', 'in', 'when', 'they', 'incubate']","['<sos>', 'mud', 'or', 'sand', '<eos>']","[10, 15, 236, 174, 1881, 8, 24, 71, 2739]","[2, 1170, 36, 956, 3]","[10, 15, 236, 174, 1881, 8, 24, 71, 2739, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 1170, 36, 956, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What type of creatures breathe air and don't lay eggs underwater?,Amniotes,S08,"['what', 'type', 'of', 'creatures', 'breathe', 'air', 'and', 'dont', 'lay', 'eggs', 'underwater']","['<sos>', 'amniotes', '<eos>']","[10, 228, 5, 1135, 832, 187, 12, 1078, 388, 174, 605]","[2, 5186, 3]","[10, 228, 5, 1135, 832, 187, 12, 1078, 388, 174, 605, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 5186, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What type of creatures breathe air and don't lay eggs underwater?,amnoites,S08,"['what', 'type', 'of', 'creatures', 'breathe', 'air', 'and', 'dont', 'lay', 'eggs', 'underwater']","['<sos>', 'amnoites', '<eos>']","[10, 228, 5, 1135, 832, 187, 12, 1078, 388, 174, 605]","[2, 5187, 3]","[10, 228, 5, 1135, 832, 187, 12, 1078, 388, 174, 605, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 5187, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What are deposited in holes dug into mud or sand?,eggs,S08,"['what', 'are', 'deposited', 'in', 'holes', 'dug', 'into', 'mud', 'or', 'sand']","['<sos>', 'eggs', '<eos>']","[10, 15, 4179, 8, 637, 1914, 90, 1170, 36, 956]","[2, 174, 3]","[10, 15, 4179, 8, 637, 1914, 90, 1170, 36, 956, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 174, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What sort of turtles are ectothermic?,all of them,S08,"['what', 'sort', 'of', 'turtles', 'are', 'ectothermic']","['<sos>', 'all', 'of', 'them', '<eos>']","[10, 1815, 5, 70, 15, 1448]","[2, 75, 5, 564, 3]","[10, 1815, 5, 70, 15, 1448, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 75, 5, 564, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Are turtles ectothermic?,yes,S08,"['are', 'turtles', 'ectothermic']","['<sos>', 'yes', '<eos>']","[15, 70, 1448]","[2, 6, 3]","[15, 70, 1448, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Are the largest turtles aquatic?,yes,S08,"['are', 'the', 'largest', 'turtles', 'aquatic']","['<sos>', 'yes', '<eos>']","[15, 4, 45, 70, 1915]","[2, 6, 3]","[15, 4, 45, 70, 1915, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Is aquatic respiration in Australian freshwater turtles being studied?,yes,S08,"['is', 'aquatic', 'respiration', 'in', 'australian', 'freshwater', 'turtles', 'being', 'studied']","['<sos>', 'yes', '<eos>']","[7, 1915, 4180, 8, 708, 4181, 70, 295, 2740]","[2, 6, 3]","[7, 1915, 4180, 8, 708, 4181, 70, 295, 2740, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"These projections , called papillae , have what?",a rich blood supply,S08,"['these', 'projections', 'called', 'papillae', 'have', 'what']","['<sos>', 'a', 'rich', 'blood', 'supply', '<eos>']","[816, 4182, 49, 2741, 21, 10]","[2, 9, 1168, 1030, 1896, 3]","[816, 4182, 49, 2741, 21, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 9, 1168, 1030, 1896, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
The eggs of the largest species are what?,spherical,S08,"['the', 'eggs', 'of', 'the', 'largest', 'species', 'are', 'what']","['<sos>', 'spherical', '<eos>']","[4, 174, 5, 4, 45, 51, 15, 10]","[2, 2265, 3]","[4, 174, 5, 4, 45, 51, 15, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 2265, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Has this inspired genetic researchers to begin examining the turtle genome for longevity genes ?,yes,S08,"['has', 'this', 'inspired', 'genetic', 'researchers', 'to', 'begin', 'examining', 'the', 'turtle', 'genome', 'for', 'longevity', 'genes']","['<sos>', 'yes', '<eos>']","[39, 269, 836, 1916, 4183, 13, 487, 4184, 4, 236, 1917, 19, 1911, 1912]","[2, 6, 3]","[39, 269, 836, 1916, 4183, 13, 487, 4184, 4, 236, 1917, 19, 1911, 1912, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Can turtles take many years to reach breeding age ?,yes,S08,"['can', 'turtles', 'take', 'many', 'years', 'to', 'reach', 'breeding', 'age']","['<sos>', 'yes', '<eos>']","[50, 70, 399, 29, 55, 13, 1918, 4185, 340]","[2, 6, 3]","[50, 70, 399, 29, 55, 13, 1918, 4185, 340, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Are Immature sea turtles not cared for by the adults ?,yes,S08,"['are', 'immature', 'sea', 'turtles', 'not', 'cared', 'for', 'by', 'the', 'adults']","['<sos>', 'yes', '<eos>']","[15, 4186, 118, 70, 58, 4187, 19, 27, 4, 1755]","[2, 6, 3]","[15, 4186, 118, 70, 58, 4187, 19, 27, 4, 1755, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Are the Pleurodira sometimes known as the side-necked turtles , a reference to the way they withdraw their heads into their shells ?",yes,S08,"['are', 'the', 'pleurodira', 'sometimes', 'known', 'as', 'the', 'sidenecked', 'turtles', 'a', 'reference', 'to', 'the', 'way', 'they', 'withdraw', 'their', 'heads', 'into', 'their', 'shells']","['<sos>', 'yes', '<eos>']","[15, 4, 833, 395, 111, 20, 4, 834, 70, 9, 2742, 13, 4, 508, 71, 1919, 62, 972, 90, 62, 1920]","[2, 6, 3]","[15, 4, 833, 395, 111, 20, 4, 834, 70, 9, 2742, 13, 4, 508, 71, 1919, 62, 972, 90, 62]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Does the Order Testudines not include both extant -LRB- living -RRB- and extinct species , the earliest known turtles being from around 215 million years ago ?",yes,S08,"['does', 'the', 'order', 'testudines', 'not', 'include', 'both', 'extant', 'lrb', 'living', 'rrb', 'and', 'extinct', 'species', 'the', 'earliest', 'known', 'turtles', 'being', 'from', 'around', '215', 'million', 'years', 'ago']","['<sos>', 'yes', '<eos>']","[22, 4, 215, 1171, 58, 521, 352, 1450, 342, 219, 305, 12, 804, 51, 4, 728, 111, 70, 295, 26, 332, 2743, 188, 55, 316]","[2, 6, 3]","[22, 4, 215, 1171, 58, 521, 352, 1450, 342, 219, 305, 12, 804, 51, 4, 728, 111, 70, 295, 26]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Was Ulysses Grant a general in the American Civil War?,Yes,S08,"['was', 'ulysses', 'grant', 'a', 'general', 'in', 'the', 'american', 'civil', 'war']","['<sos>', 'yes', '<eos>']","[11, 1172, 297, 9, 382, 8, 4, 375, 567, 149]","[2, 6, 3]","[11, 1172, 297, 9, 382, 8, 4, 375, 567, 149, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Was Ulysses Grant a general in the American Civil War?,yes,S08,"['was', 'ulysses', 'grant', 'a', 'general', 'in', 'the', 'american', 'civil', 'war']","['<sos>', 'yes', '<eos>']","[11, 1172, 297, 9, 382, 8, 4, 375, 567, 149]","[2, 6, 3]","[11, 1172, 297, 9, 382, 8, 4, 375, 567, 149, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Was Grant's father-in-law a Democrat?,Yes,S08,"['was', 'grants', 'fatherinlaw', 'a', 'democrat']","['<sos>', 'yes', '<eos>']","[11, 973, 2744, 9, 1921]","[2, 6, 3]","[11, 973, 2744, 9, 1921, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Was Grant's father-in-law a Democrat?,yup,S08,"['was', 'grants', 'fatherinlaw', 'a', 'democrat']","['<sos>', 'yup', '<eos>']","[11, 973, 2744, 9, 1921]","[2, 5188, 3]","[11, 973, 2744, 9, 1921, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 5188, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Did Ulysses win the Battle of Champion Hill?,Yes,S08,"['did', 'ulysses', 'win', 'the', 'battle', 'of', 'champion', 'hill']","['<sos>', 'yes', '<eos>']","[14, 1172, 266, 4, 383, 5, 2745, 1451]","[2, 6, 3]","[14, 1172, 266, 4, 383, 5, 2745, 1451, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 6, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Did Ulysses win the Battle of Champion Hill?,you betcha,S08,"['did', 'ulysses', 'win', 'the', 'battle', 'of', 'champion', 'hill']","['<sos>', 'you', 'betcha', '<eos>']","[14, 1172, 266, 4, 383, 5, 2745, 1451]","[2, 2894, 5189, 3]","[14, 1172, 266, 4, 383, 5, 2745, 1451, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 2894, 5189, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Who was Grant's brother in law?,Fred Dent,S08,"['who', 'was', 'grants', 'brother', 'in', 'law']","['<sos>', 'fred', 'dent', '<eos>']","[30, 11, 973, 969, 8, 141]","[2, 3507, 3508, 3]","[30, 11, 973, 969, 8, 141, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 3507, 3508, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Who was Grant's brother in law?,Fred Dent,S08,"['who', 'was', 'grants', 'brother', 'in', 'law']","['<sos>', 'fred', 'dent', '<eos>']","[30, 11, 973, 969, 8, 141]","[2, 3507, 3508, 3]","[30, 11, 973, 969, 8, 141, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 3507, 3508, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Where was Grant born?,"Point Pleasant, Ohio",S08,"['where', 'was', 'grant', 'born']","['<sos>', 'point', 'pleasant', 'ohio', '<eos>']","[25, 11, 297, 48]","[2, 303, 3509, 3510, 3]","[25, 11, 297, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 303, 3509, 3510, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Where was Grant born?,"A log cabin in Point Pleasant, Clermont County, Ohio",S08,"['where', 'was', 'grant', 'born']","['<sos>', 'a', 'log', 'cabin', 'in', 'point', 'pleasant', 'clermont', 'county', 'ohio', '<eos>']","[25, 11, 297, 48]","[2, 9, 1416, 1417, 8, 303, 3509, 5190, 339, 3510, 3]","[25, 11, 297, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 9, 1416, 1417, 8, 303, 3509, 5190, 339, 3510, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What was Grant's political affiliation?,Republican,S08,"['what', 'was', 'grants', 'political', 'affiliation']","['<sos>', 'republican', '<eos>']","[10, 11, 973, 321, 1922]","[2, 391, 3]","[10, 11, 973, 321, 1922, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 391, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
What was Grant's political affiliation?,Republican,S08,"['what', 'was', 'grants', 'political', 'affiliation']","['<sos>', 'republican', '<eos>']","[10, 11, 973, 321, 1922]","[2, 391, 3]","[10, 11, 973, 321, 1922, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 391, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Why did Grant say ""Damn, I had nothing to do with this batte.""?",It went well.,S08,"['why', 'did', 'grant', 'say', 'damn', 'i', 'had', 'nothing', 'to', 'do', 'with', 'this', 'batte']","['<sos>', 'it', 'went', 'well', '<eos>']","[47, 14, 297, 612, 2746, 350, 142, 1452, 13, 18, 31, 269, 2747]","[2, 32, 5191, 193, 3]","[47, 14, 297, 612, 2746, 350, 142, 1452, 13, 18, 31, 269, 2747, 0, 0, 0, 0, 0, 0, 0]","[2, 32, 5191, 193, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Why did Grant say ""Damn, I had nothing to do with this batte.""?",Because the generals under him acted on their own.,S08,"['why', 'did', 'grant', 'say', 'damn', 'i', 'had', 'nothing', 'to', 'do', 'with', 'this', 'batte']","['<sos>', 'because', 'the', 'generals', 'under', 'him', 'acted', 'on', 'their', 'own', '<eos>']","[47, 14, 297, 612, 2746, 350, 142, 1452, 13, 18, 31, 269, 2747]","[2, 259, 4, 5192, 363, 270, 5193, 28, 62, 495, 3]","[47, 14, 297, 612, 2746, 350, 142, 1452, 13, 18, 31, 269, 2747, 0, 0, 0, 0, 0, 0, 0]","[2, 259, 4, 5192, 363, 270, 5193, 28, 62, 495, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
